"","company.source.no","filename","st.addr","city.addr","zip.addr","facility.name","cas_code","cas_name","unit_a","unit_b","unit_c","total_data_a","total_data_b","total_data_c"
"6070","30-0016","300016Bois","600 NW Cedar St.","Pilot Rock","97868","Boise Cascade Wood Products L.L.C. Kinzua Lumber"," 7440-50-8"," copper and compounds"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00085,0.18720828307393,0.2176
"6071","30-0016","300016Bois","600 NW Cedar St.","Pilot Rock","97868","Boise Cascade Wood Products L.L.C. Kinzua Lumber"," 7440-62-2"," vanadium (fume or dust)"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0023,0.506563589494163,0.5888
"6072","30-0016","300016Bois","600 NW Cedar St.","Pilot Rock","97868","Boise Cascade Wood Products L.L.C. Kinzua Lumber"," 7440-66-6"," zinc"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.029,6.38710612840467,7.424
"6073","30-0016","300016Bois","600 NW Cedar St.","Pilot Rock","97868","Boise Cascade Wood Products L.L.C. Kinzua Lumber"," 75-07-0"," acetaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0451,1708.03740162062,2310.7936
"6074","30-0016","300016Bois","600 NW Cedar St.","Pilot Rock","97868","Boise Cascade Wood Products L.L.C. Kinzua Lumber"," 78-93-3"," methyl ethyl ketone"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.001,40.651301,55
"6075","30-0016","300016Bois","600 NW Cedar St.","Pilot Rock","97868","Boise Cascade Wood Products L.L.C. Kinzua Lumber"," 85-01-8"," phenanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.7e-05,0.0037441656614786,0.004352
"6076","30-0016","300016Bois","600 NW Cedar St.","Pilot Rock","97868","Boise Cascade Wood Products L.L.C. Kinzua Lumber"," 86-73-7"," fluorene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.8e-06,0.000616686108949416,0.0007168
"6077","30-0016","300016Bois","600 NW Cedar St.","Pilot Rock","97868","Boise Cascade Wood Products L.L.C. Kinzua Lumber"," 91-20-3"," naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00061,0.134349473735409,0.15616
"6078","30-0016","300016Bois","600 NW Cedar St.","Pilot Rock","97868","Boise Cascade Wood Products L.L.C. Kinzua Lumber"," 91-57-6"," 2-methyl naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-05,0.00528588093385214,0.006144
"6079","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 107-02-8"," acrolein"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.516e-05,0.144094862,0.1797572204
"6080","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.001967,5.13840815,6.41012423
"6081","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 115-07-1"," propylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.01953,51.0183585,63.6450057
"6082","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 129-00-0"," pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.597e-05,0.0678416165,0.0846318893
"6083","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 1330-20-7"," xylenes (mixed) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.001351,3.52922695,4.40268319
"6084","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 191-24-2"," benzo[g,h,i]perylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.892e-06,0.0101670994,0.01268337748
"6085","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 193-39-5"," indeno[1,2,3-cd]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.898e-06,0.0075704661,0.00944409762
"6086","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 205-99-2"," benzo[b]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",7.77e-06,0.0202976265,0.0253211313
"6087","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 207-08-9"," benzo[k]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.526e-06,0.0039863807,0.00497297894
"6088","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 208-96-8"," acenaphthylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6.461e-05,0.1687811645,0.2105531909
"6089","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 218-01-9"," chrysene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.071e-05,0.0279778095,0.0349020999
"6090","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 50-00-0"," formaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0005523,1.442777235,1.799853387
"6091","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 50-32-8"," benzo[a]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.799e-06,0.00469954055,0.00586264031
"6092","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 53-70-3"," dibenz[a,h]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.422e-06,0.0063270079,0.00789289318
"6093","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 56-55-3"," benz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.354e-06,0.0113739853,0.01418895826
"6094","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 71-43-2"," benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.005432,14.1900524,17.70198008
"6095","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 75-07-0"," acetaldehyde"," ef (lb/mmbtu)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0001764,0.46081098,0.574858116
"6096","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 83-32-9"," acenaphthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.276e-05,0.085579182,0.1067593644
"6097","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 85-01-8"," phenanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0002856,0.74607492,0.930722664
"6098","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 86-73-7"," fluorene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.96e-05,0.23406272,0.291991424
"6099","30-0028","300028VADA","2400 Beach Access Road","Umatilla","97882","VadataInc"," 91-20-3"," naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00091,2.3771995,2.9655379
"6100","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 100-02-7"," 4-nitrophenol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.1e-07,0.0054665204,0.008306496
"6101","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 100-41-4"," ethyl benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.1e-05,1.54056484,2.3409216
"6102","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 100-42-5"," styrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0019,94.421716,143.47584
"6103","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 107-02-8"," acrolein"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0081,217.9556683,337.0544
"6104","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 107-06-2"," ethylene dichloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.9e-05,1.44117356,2.1898944
"6105","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00092,45.7199888,69.472512
"6106","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 108-90-7"," chlorobenzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.3e-05,1.63995612,2.4919488
"6107","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 108-95-2"," phenol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.1e-05,2.53447764,3.8511936
"6108","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 117-81-7"," di(2-ethylhexyl) phthalate"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.7e-08,0.00233569508,0.0035491392
"6109","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 120-12-7"," anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3e-06,0.14908692,0.2265408
"6110","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 123-38-6"," propionaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0043032,18.804523748,34.84164352
"6111","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 127-18-4"," perchloroethylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.8e-05,1.88843432,2.8695168
"6112","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 129-00-0"," pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.7e-06,0.183873868,0.27940032
"6113","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 1746-01-6"," 2,3,7,8-tetrachlorodibenzo-p-dioxin"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6.76e-12,1.9221384e-08,2.92032e-08
"6114","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 18540-29-9"," chromium vi"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.5e-06,0.17393474,0.2642976
"6115","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 191-24-2"," benzo[g,h,i]perylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9.3e-08,0.00462169452,0.0070227648
"6116","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 192-97-2"," benzo[e]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.6e-09,0.000129208664,0.00019633536
"6117","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 193-39-5"," indeno[1,2,3-cd]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.7e-08,0.00432352068,0.0065696832
"6118","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 19408-74-3"," 1,2,3,7,8,9-hexachlorodibenzo-p-dioxin"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.64e-11,7.506576e-08,1.14048e-07
"6119","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 198-55-0"," perylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.2e-10,2.58417328e-05,3.9267072e-05
"6120","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 205-99-2"," benzo[b]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1e-07,0.004969564,0.00755136
"6121","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 2051-24-3"," pcb-209"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.7e-10,1.34178228e-05,2.0388672e-05
"6122","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 206-44-0"," fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.6e-06,0.079513024,0.12082176
"6123","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 207-08-9"," benzo[k]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-08,0.00178904304,0.0027184896
"6124","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 208-96-8"," acenaphthylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5e-06,0.2484782,0.377568
"6125","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 218-01-9"," chrysene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.8e-08,0.00188843432,0.0028695168
"6126","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 30402-15-4"," total pentachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.2e-10,2.08721688e-05,3.1715712e-05
"6127","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 3268-87-9"," 1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6.6e-08,0.00327991224,0.0049838976
"6128","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 34465-46-8"," total hexachlorodibenzo-p-dioxin"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.6e-06,0.079513024,0.12082176
"6129","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 35822-46-9"," 1,2,3,4,6,7,8-heptachlorodibenzo-p-dioxin"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.74e-10,1.6321116e-06,2.47968e-06
"6130","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 36088-22-9"," total pentachlorodibenzo-p-dioxin"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.5e-09,7.454346e-05,0.0001132704
"6131","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 37871-00-4"," total heptachlorodibenzo-p-dioxin"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2e-09,9.939128e-05,0.0001510272
"6132","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 38998-75-3"," total heptachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-10,1.19269536e-05,1.8123264e-05
"6133","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 39001-02-0"," 1,2,3,4,6,7,8,9-octachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.8e-11,4.37321632e-06,6.6451968e-06
"6134","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 39227-28-6"," 1,2,3,4,7,8-hexachlorodibenzo-p-dioxin"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.56e-11,7.279104e-08,1.10592e-07
"6135","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 40321-76-4"," 1,2,3,7,8-pentachlorodibenzo-p-dioxin"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.57e-11,4.464138e-08,6.7824e-08
"6136","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 4170-30-3"," crotonaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9.9e-06,0.491986836,0.74758464
"6137","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 41903-57-5"," total tetrachlorodibenzo-p-dioxin"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.7e-10,2.33569508e-05,3.5491392e-05
"6138","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 50-00-0"," formaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0167333333333333,274.459442933333,427.326506666667
"6139","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 50-32-8"," benzo[a]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.6e-06,0.129208664,0.19633536
"6140","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 51-28-5"," 2,4-dinitrophenol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.8e-07,0.0089452152,0.013592448
"6141","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 51207-31-9"," 2,3,7,8-tetrachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.74e-11,1.0634316e-07,1.61568e-07
"6142","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 53-70-3"," dibenz[a,h]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9.1e-09,0.000452230324,0.00068717376
"6143","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 55673-89-7"," 1,2,3,4,7,8,9-heptachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.63e-11,4.634742e-08,7.0416e-08
"6144","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 55684-94-1"," total hexachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.8e-10,1.39147792e-05,2.1143808e-05
"6145","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 55722-27-5"," total tetrachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",7.5e-10,3.727173e-05,5.66352e-05
"6146","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 56-23-5"," carbon tetrachloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.5e-05,2.2363038,3.398112
"6147","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 56-55-3"," benz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6.5e-08,0.0032302166,0.004908384
"6148","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 57117-31-4"," 2,3,4,7,8-pentachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.57e-11,7.307538e-08,1.11024e-07
"6149","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 57117-41-6"," 1,2,3,7,8-pentachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.24e-11,6.369216e-08,9.6768e-08
"6150","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 57117-44-9"," 1,2,3,6,7,8-hexachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.72e-11,7.734048e-08,1.17504e-07
"6151","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 57653-85-7"," 1,2,3,6,7,8-hexachlorodibenzo-p-dioxin"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.74e-11,1.0634316e-07,1.61568e-07
"6152","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 60851-34-5"," 2,3,4,6,7,8-hexachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.14e-11,8.928276e-08,1.35648e-07
"6153","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 67-56-1"," methanol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.166909090909091,889.985348272727,1536.54545454545
"6154","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 67-66-3"," chloroform"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.8e-05,1.39147792,2.1143808
"6155","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 67562-39-4"," 1,2,3,4,6,7,8-heptachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.98e-10,5.629932e-07,8.5536e-07
"6156","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 70648-26-9"," 1,2,3,4,7,8-hexachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.68e-11,7.620312e-08,1.15776e-07
"6157","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 71-43-2"," benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0042,208.721688,317.15712
"6158","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 71-55-6"," methyl chloroform"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.1e-05,1.54056484,2.3409216
"6159","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 72918-21-9"," 1,2,3,7,8,9-hexachlorodibenzofuran"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.32e-12,2.3657088e-08,3.59424e-08
"6160","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 74-83-9"," methyl bromide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.5e-05,0.7454346,1.132704
"6161","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 74-87-3"," methyl chloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.3e-05,1.14299972,1.7368128
"6162","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 7439-92-1"," lead"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.8e-05,2.38539072,3.6246528
"6163","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 7439-96-5"," manganese"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0016,79.513024,120.82176
"6164","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 7439-97-6"," mercury"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.5e-06,0.17393474,0.2642976
"6165","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 7440-02-0"," nickel"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.3e-05,1.63995612,2.4919488
"6166","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 7440-22-4"," silver"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0017,84.482588,128.37312
"6167","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 7440-36-0"," antimony"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",7.9e-06,0.392595556,0.59655744
"6168","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 7440-38-2"," arsenic"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.2e-05,1.09330408,1.6612992
"6169","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 7440-39-3"," barium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00017,8.4482588,12.837312
"6170","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 7440-41-7"," beryllium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.1e-06,0.054665204,0.08306496
"6171","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 7440-43-9"," cadmium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.1e-06,0.203752124,0.30960576
"6172","30-0056","30-0056_Bl","44112 Rieth Road","Pendleton","97801","Blue Mountain Lumber"," 7440-48-4"," cobalt"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6.5e-06,0.32302166,0.4908384
