"","Source.Number","Source.Name","Site.Address","City,.State.Zip","Operating.Status","SIC.Codes","NAICS.Codes","X8","Permit.Number","DEQ.Permit.and.Review","addr","in_deq_permits","FacilityID","FacilityName","BusinessType","NAICS1","NAICSDesc1","NAICS2","NAICSDesc2","ChemicalID","ChemName","HazardousIngredient","AvgAmt","MaxAmt","UnitDesc","StorageType1","HazClass1Desc","HazClass2Desc","in_chem_storage_data","addr_id","key"
"5225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19999 SW 95TH AVE, TUALATIN, OR 97062",NA,68660,"HD SUPPLY","WHSLE DISTRUBUTION OF MAINT SUPPLIES",423850,"SVC ESTABLISHMENT EQP & SUPPLIES WHSLE",0,"",52281,"AQUA GUARD CALCIUM HARDNESS INCREASER","CALCIUM CHLORIDE","10,000-49,999","10,000-49,999","POUNDS","PLASTIC BOTTLE, JUG, BUCKET","Acute Health Hazard","",1,400,"onsite_storage_68660"
"5226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19999 SW 95TH AVE, TUALATIN, OR 97062",NA,68660,"HD SUPPLY","WHSLE DISTRUBUTION OF MAINT SUPPLIES",423850,"SVC ESTABLISHMENT EQP & SUPPLIES WHSLE",0,"",52282,"AQUA GUARD TRICHLORO STICK","TRICHLORO-S-TRIAZINETRIONE","1,000-4,999","1,000-4,999","POUNDS","PLASTIC BOTTLE, JUG, BUCKET","Acute Health Hazard","Oxidizers",1,400,"onsite_storage_68660"
"5227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19999 SW 95TH AVE, TUALATIN, OR 97062",NA,68660,"HD SUPPLY","WHSLE DISTRUBUTION OF MAINT SUPPLIES",423850,"SVC ESTABLISHMENT EQP & SUPPLIES WHSLE",0,"",52284,"POOL SALT","SODIUM CHLORIDE","10,000-49,999","10,000-49,999","POUNDS","BAG","Acute Health Hazard","",1,400,"onsite_storage_68660"
"5228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19477 SW 89TH, TUALATIN, OR 97062",NA,34517,"WILLAMETTE GRAYSTONE","MASONRY MATERIAL DISTRIBUTION",444190,"OTHER BLDG MATERIAL DEALERS",0,"",18672,"MIRACLE TYPE S MASON LIME","DOLOMITIC HYDROXIDE","1,000-4,999","1,000-4,999","POUNDS","BAG","Miscellaneous Hazardous Material","",1,383,"onsite_storage_34517"
"5229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19477 SW 89TH, TUALATIN, OR 97062",NA,34517,"WILLAMETTE GRAYSTONE","MASONRY MATERIAL DISTRIBUTION",444190,"OTHER BLDG MATERIAL DEALERS",0,"",22836,"PORTLAND CEMENT","PORTLAND CEMENT","200-499","1,000-4,999","POUNDS","BAG","Acute Health Hazard","Chronic Health Hazard",1,383,"onsite_storage_34517"
"5230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14400 NW GREENBRIER PKWY, BEAVERTON, OR 97006",NA,2614,"LEUPOLD & STEVENS INC","MANUFACTURING",333314,"OPTICAL INSTRUMENT & LENS MFG",0,"",27067,"SOLVENT 140F","SOLVENT NAPHTHA","500-999","500-999","GALLONS","STEEL DRUM","Combustible Material","Acute Health Hazard",1,239,"onsite_storage_2614"
"5231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14400 NW GREENBRIER PKWY, BEAVERTON, OR 97006",NA,2614,"LEUPOLD & STEVENS INC","MANUFACTURING",333314,"OPTICAL INSTRUMENT & LENS MFG",0,"",50659,"XTREME CUT 230","DISTILLATES, HEAVY NAPHTHENIC","50-199","500-999","GALLONS","STEEL DRUM","Acute Health Hazard","",1,239,"onsite_storage_2614"
"5232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14400 NW GREENBRIER PKWY, BEAVERTON, OR 97006",NA,2614,"LEUPOLD & STEVENS INC","MANUFACTURING",333314,"OPTICAL INSTRUMENT & LENS MFG",0,"",52268,"MOBILMET 426","BASE OIL","1,000-4,999","1,000-4,999","GALLONS","STEEL DRUM","Combustible Material","",1,239,"onsite_storage_2614"
"5233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14400 NW GREENBRIER PKWY, BEAVERTON, OR 97006",NA,2614,"LEUPOLD & STEVENS INC","MANUFACTURING",333314,"OPTICAL INSTRUMENT & LENS MFG",0,"",54267,"ULTRA-BLAK 400","SODIUM HYDROXIDE","1,000-4,999","1,000-4,999","POUNDS","PLASTIC OR NON-METALLIC DRUM","Corrosive Material","",1,239,"onsite_storage_2614"
"5234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9949 SW COMMERCE CIR, WILSONVILLE, OR 97070",NA,21657,"FUJIMI CORPORATION","FINE ABRASIVES MFG",327910,"ABRASIVE PRODUCT MFG",327910,"ABRASIVE PRODUCT MFG",1955,"ALUM","ALUMINUM SULFATE","200-499","500-999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard","",1,1148,"onsite_storage_21657"
"5235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9949 SW COMMERCE CIR, WILSONVILLE, OR 97070",NA,21657,"FUJIMI CORPORATION","FINE ABRASIVES MFG",327910,"ABRASIVE PRODUCT MFG",327910,"ABRASIVE PRODUCT MFG",2003,"ALUMINUM CHLOROHYDRATE","ALUMINUM CHLOROHYDRATE","1,000-4,999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Miscellaneous Hazardous Material","",1,1148,"onsite_storage_21657"
"5236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9949 SW COMMERCE CIR, WILSONVILLE, OR 97070",NA,21657,"FUJIMI CORPORATION","FINE ABRASIVES MFG",327910,"ABRASIVE PRODUCT MFG",327910,"ABRASIVE PRODUCT MFG",51676,"SERA SPERSE C-SN CONCENTRATE","NONE LISTED ON MSDS","500-999","500-999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Miscellaneous Hazardous Material","",1,1148,"onsite_storage_21657"
"5237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9949 SW COMMERCE CIR, WILSONVILLE, OR 97070",NA,21657,"FUJIMI CORPORATION","FINE ABRASIVES MFG",327910,"ABRASIVE PRODUCT MFG",327910,"ABRASIVE PRODUCT MFG",56089,"WASTE PWA FILTER CAKE","ALUMINUM OXIDE","10,000-49,999","500,000-749,999","POUNDS","OTHER","Miscellaneous Hazardous Material","",1,1148,"onsite_storage_21657"
"5238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9949 SW COMMERCE CIR, WILSONVILLE, OR 97070",NA,21657,"FUJIMI CORPORATION","FINE ABRASIVES MFG",327910,"ABRASIVE PRODUCT MFG",327910,"ABRASIVE PRODUCT MFG",56090,"ALUMINUM OXIDE (DNY)","CALCINED ALUMINA","250,000-499,999","250,000-499,999","POUNDS","BOX","Miscellaneous Hazardous Material","",1,1148,"onsite_storage_21657"
"5239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9949 SW COMMERCE CIR, WILSONVILLE, OR 97070",NA,21657,"FUJIMI CORPORATION","FINE ABRASIVES MFG",327910,"ABRASIVE PRODUCT MFG",327910,"ABRASIVE PRODUCT MFG",56091,"ALUMINUM OXIDE (MNY)","CALCINED ALUMINA","500,000-749,999","500,000-749,999","POUNDS","BOX","Miscellaneous Hazardous Material","",1,1148,"onsite_storage_21657"
"5240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9949 SW COMMERCE CIR, WILSONVILLE, OR 97070",NA,21657,"FUJIMI CORPORATION","FINE ABRASIVES MFG",327910,"ABRASIVE PRODUCT MFG",327910,"ABRASIVE PRODUCT MFG",56092,"ALUMINUM OXIDE (P20)","CALCINED ALUMINA","500,000-749,999","1,000,000-2,499,999","POUNDS","BOX","Miscellaneous Hazardous Material","",1,1148,"onsite_storage_21657"
"5241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9949 SW COMMERCE CIR, WILSONVILLE, OR 97070",NA,21657,"FUJIMI CORPORATION","FINE ABRASIVES MFG",327910,"ABRASIVE PRODUCT MFG",327910,"ABRASIVE PRODUCT MFG",6061,"CAUSTIC SODA","SODIUM HYDROXIDE","200-499","1,000-4,999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Corrosive Material","Acute Health Hazard",1,1148,"onsite_storage_21657"
"5242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2750 SE 39TH AVE, HILLSBORO, OR 97123",NA,34667,"CARTER 2 SYSTEMS INC","FABRICATION OF METAL PRODUCTS",332313,"PLATE WORK MFG",332618,"OTHER FABRICATED WIRE PRODUCT MFG",32954,"WROUGHT ALUMINUM","ALUMINUM","1,000-4,999","5,000-9,999","POUNDS","OTHER","Miscellaneous Hazardous Material","",1,585,"onsite_storage_34667"
"5243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7337 SW KABLE LN, TIGARD, OR 97224",NA,34705,"CONSOLIDATED SUPPLY CO","WHSLE PLUMBING - WATER WORKS & IRRIGATION",423720,"PLUMBING & HEATING EQP & SUPPLIES (HYDRONI",0,"",23706,"PVC GLUE AND PRIMER","METHYL ETHYL KETONE","500-999","500-999","GALLONS","CAN","Flammable and Combustible Liquid","Acute Health Hazard",1,986,"onsite_storage_34705"
"5244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7337 SW KABLE LN, TIGARD, OR 97224",NA,34705,"CONSOLIDATED SUPPLY CO","WHSLE PLUMBING - WATER WORKS & IRRIGATION",423720,"PLUMBING & HEATING EQP & SUPPLIES (HYDRONI",0,"",809,"ABS CEMENT","METHYL ETHYL KETONE","500-999","500-999","GALLONS","CAN","Flammable and Combustible Liquid","",1,986,"onsite_storage_34705"
"5245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",24216,"RAVEN 820","CARBON BLACK AMORPHOUS","1,000-4,999","1,000-4,999","POUNDS","BAG","Chronic Health Hazard","",1,34,"onsite_storage_87764"
"5246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",27284,"SPACERITE S-23","ALUMINUM TRIHYDROXIDE","5-9","1,000-4,999","POUNDS","BAG","Miscellaneous Hazardous Material","",1,34,"onsite_storage_87764"
"5247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40554,"HR 1202 RED","IRON OXIDE","1,000-4,999","1,000-4,999","POUNDS","STEEL DRUM","Miscellaneous Hazardous Material","",1,34,"onsite_storage_87764"
"5248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40556,"JONCRYL 2646","AMMONIA SALT OF MODIFIED STYRENE ACRYLIC","1,000-4,999","1,000-4,999","GALLONS","TOTEBIN","Acute Health Hazard","",1,34,"onsite_storage_87764"
"5249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40557,"AMMONIA 28%","AMMONIA","200-499","500-999","GALLONS","TOTEBIN","Acute Health Hazard","Corrosive Material",1,34,"onsite_storage_87764"
"5250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40558,"JONCRYL 675","MODIFIED STYRENE ACRYLIC POLYMERS","1,000-4,999","5,000-9,999","POUNDS","BAG","Miscellaneous Hazardous Material","",1,34,"onsite_storage_87764"
"5251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40559,"JONCRYL 690","MODIFIED STYRENE ACRYLIC POLYMERS","1,000-4,999","1,000-4,999","POUNDS","BAG","Miscellaneous Hazardous Material","",1,34,"onsite_storage_87764"
"5252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40563,"INK BASE 20","STYRENE ACRYLIC COPOLYMER","10,000-49,999","10,000-49,999","GALLONS","FIBER DRUM","Acute Health Hazard","Combustible Material",1,34,"onsite_storage_87764"
"5253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40568,"CHINESE TITANIUM","TITANIUM DIOXIDE","10,000-49,999","10,000-49,999","POUNDS","BAG","Miscellaneous Hazardous Material","",1,34,"onsite_storage_87764"
"5254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40569,"CRAYMUL 8472","STYRENE MONOMER","1,000-4,999","5,000-9,999","POUNDS","BAG","Flammable and Combustible Liquid","Chronic Health Hazard",1,34,"onsite_storage_87764"
"5255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40572,"ESI 325 N WAX","MORPHOLINE","500-999","1,000-4,999","GALLONS","TOTEBIN","Acute Health Hazard","Combustible Material",1,34,"onsite_storage_87764"
"5256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40573,"ESI 745","NONE LISTED ON MSDS","1,000-4,999","1,000-4,999","GALLONS","TOTEBIN","Acute Health Hazard","",1,34,"onsite_storage_87764"
"5257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40574,"ESI 867","NONE LISTED ON MSDS","500-999","1,000-4,999","GALLONS","TOTEBIN","Acute Health Hazard","",1,34,"onsite_storage_87764"
"5258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40575,"YLO-2288D YELLOW OXIDE","IRON OXIDE YELLOW","1,000-4,999","1,000-4,999","POUNDS","BAG","Chronic Health Hazard","",1,34,"onsite_storage_87764"
"5259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40576,"YTK-2694 AAOT PC","DKHLOROBENZIDINE OR ITS SALTS","5,000-9,999","10,000-49,999","POUNDS","BAG","Acute Health Hazard","",1,34,"onsite_storage_87764"
"5260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40580,"MICRONA 2","LIMESTONE","10,000-49,999","10,000-49,999","POUNDS","BAG","Chronic Health Hazard","",1,34,"onsite_storage_87764"
"5261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40582,"PY 14 YELLOW","ORGANIC PIGMENT","1,000-4,999","5,000-9,999","POUNDS","BAG","Miscellaneous Hazardous Material","",1,34,"onsite_storage_87764"
"5262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40583,"RAYREZ 165","AMMONIUM HYDROXIDE","500-999","1,000-4,999","GALLONS","TOTEBIN","Combustible Material","Corrosive Material",1,34,"onsite_storage_87764"
"5263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40584,"SHAMROCK S-394 N1","NONE LISTED ON MSDS","200-499","1,000-4,999","POUNDS","FIBER DRUM","Combustible Material","",1,34,"onsite_storage_87764"
"5264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350 SW TUALATIN RD, TUALATIN, OR 97062",NA,87764,"ADVANCED COLOR SYSTEMS INC","MFG OF WATER BASED INKS",325910,"PRINTING INK MFG",0,"",40585,"SMA 1440 F","STYRENE MALEIC ANHYDRIDE RESIN CUMENE","500-999","500-999","POUNDS","FIBER DRUM","Acute Health Hazard","Combustible Material",1,34,"onsite_storage_87764"
"5265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",10739,"EMULSION PARACOL 700 N","ALKYLAMINE ACETATE","5,000-9,999","10,000-49,999","GALLONS","TANK INSIDE BUILDING","Miscellaneous Hazardous Material","",1,806,"onsite_storage_2725"
"5266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",11932,"FERTILIZER 22-10-0","AMMONIUM POLYPHOSPHATE","500-999","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Miscellaneous Hazardous Material","",1,806,"onsite_storage_2725"
"5267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",14941,"HYDRATED LIME","CALCIUM HYDROXIDE","500-999","1,000-4,999","POUNDS","BAG","Corrosive Material","Acute Health Hazard",1,806,"onsite_storage_2725"
"5268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",14963,"HYDRAULIC OIL","BASE LUBRICATING OILS","500-999","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Combustible Material","",1,806,"onsite_storage_2725"
"5269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",17412,"LUBRICATING OIL","REFINED MINERAL OIL","1,000-4,999","1,000-4,999","GALLONS","STEEL DRUM","Combustible Material","",1,806,"onsite_storage_2725"
"5270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",1955,"ALUM","ALUMINUM SULFATE","1,000-4,999","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Acute Health Hazard","",1,806,"onsite_storage_2725"
"5271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",20783,"OPTISPERSE CPS6420","SODIUM HYDROXIDE","200-499","500-999","GALLONS","TANK INSIDE BUILDING","Corrosive Material","Acute Health Hazard",1,806,"onsite_storage_2725"
"5272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",24645,"RESIN PHENOLIC","FORMALDEHYDE","5,000-9,999","10,000-49,999","GALLONS","TANK INSIDE BUILDING","Acute Health Hazard","Chronic Health Hazard",1,806,"onsite_storage_2725"
"5273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",26658,"SODA ASH","SODIUM CARBONATE","1,000-4,999","1,000-4,999","POUNDS","FIBER DRUM","Acute Health Hazard","Reactive Material",1,806,"onsite_storage_2725"
"5274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",27021,"SOLUBLE OIL 10","SOLVENT REFINED DISTILLATE","500-999","500-999","GALLONS","STEEL DRUM","Acute Health Hazard","Combustible Material",1,806,"onsite_storage_2725"
"5275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",28101,"SULFURIC ACID","SULFURIC ACID","500-999","1,000-4,999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Reactive Material","Corrosive Material",1,806,"onsite_storage_2725"
"5276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",29563,"TONIC","SODIUM HYDROXIDE","500-999","500-999","GALLONS","STEEL DRUM","Corrosive Material","",1,806,"onsite_storage_2725"
"5277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",29737,"TRANSMISSION FLUID","HIGHLY REFINED MINERAL OIL (C15-C50)","200-499","500-999","GALLONS","STEEL DRUM","Combustible Material","",1,806,"onsite_storage_2725"
"5278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",30904,"USED OIL","LUBRCATING OILS USED","200-499","500-999","GALLONS","ABOVEGROUND TANK","Acute Health Hazard","Chronic Health Hazard",1,806,"onsite_storage_2725"
"5279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",31162,"VECTOBAC G","BACILLUS THURENGENSIS ISRAELENSIS","500-999","1,000-4,999","POUNDS","BAG","Pesticide","",1,806,"onsite_storage_2725"
"5280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",52255,"ANTIBLU XP64","CARBAMIC ACID BUTYL ESTER","200-499","500-999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Poisonous Material","Corrosive Material",1,806,"onsite_storage_2725"
"5281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",57572,"AMRES HP-100E WET STRENGTH RESIN","1,3-DICHLORO-2-PROPANOL","500-999","1,000-4,999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Corrosive Material","Chronic Health Hazard",1,806,"onsite_storage_2725"
"5282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",6064,"CAUSTIC SODA 25%","SODIUM HYDROXIDE","200-499","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Corrosive Material","",1,806,"onsite_storage_2725"
"5283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",NA,2725,"STIMSON LUMBER COMPANY","MFG OF HARDBOARD & LUMBER",321219,"RECONSTITUTED WOOD PRODUCT MFG",321113,"SAWMILLS",8162,"CORTROL IS 105","SODIUM BISULFITE","200-499","500-999","GALLONS","TANK INSIDE BUILDING","Acute Health Hazard","Corrosive Material",1,806,"onsite_storage_2725"
"5284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"160 SW FREEMAN AVE, HILLSBORO, OR 97123",NA,65181,"R & D MFG INC","HIGH VOLUME PRODUCTION OF TURNED METAL GOODS",332721,"PRECISION TURNED PRODUCT MFG",0,"",31674,"WASTE CUTTING FLUID","HIGHLY REFINED BASE OIL","200-499","500-999","GALLONS","TANK INSIDE BUILDING","Combustible Material","",1,280,"onsite_storage_65181"
