"Company","Address","More Info URL"
"FOREST GROVE SCHOOL DIST 15","2701 Taylor Way, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_080569"
"JAMES KING & CO INC","19939 SW Cipole Rd, Sherwood, OR 97140, USA","www.portlandcleanair.org/onsite_storage_005454"
"VIOC","6900 SW Nyberg St, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_092682"
"PENSKE TRUCK LEASING CO LP","9255 SW Ridder Rd, Wilsonville, OR 97070, USA","www.portlandcleanair.org/onsite_storage_044179"
"BEAVERTON DIALYSIS","2715 SW 153rd Dr, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_101730"
"WASHINGTON COUNTY","1400 SW Walnut St, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_017343"
"PACIFIC SPORTS TURF INC","12725 SW Herman Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_101984"
"VIOC","15410 SW Pacific Hwy, Tigard, OR 97224, USA","www.portlandcleanair.org/onsite_storage_092681"
"SIGNATURE LANDSCAPE CARE","23275 SW 82nd Ave, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_058407"
"MAGNO HUMPHRIES INC","8800 SW Commercial St, Tigard, OR 97223, USA","www.portlandcleanair.org/onsite_storage_005502"
"MAXTEK COMPONENTS CORP","2905 SW Hocken Ave, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_043651"
"TIGARD CITY OF","8955 SW Ash Ave, Tigard, OR 97223, USA","www.portlandcleanair.org/onsite_storage_017672"
"TIGARD-TUALATIN AQUATIC DISTRICT","22380 SW Boones Ferry Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_092304"
"FISKARS BRANDS INC","14200 SW 72nd Ave, Portland, OR 97224, USA","www.portlandcleanair.org/onsite_storage_005909"
"ORACLE AMERICA INC","3295 NW 211th Terrace, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_092313"
"TUALATIN VALLEY WATER DISTRICT","1850 SW 170th Ave, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_018374"
"ACLARYN PLASTICS INC","5405 SE Alexander St STE L, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_059390"
"TIGARD-TUALATIN AQUATIC DISTRICT","8680 SW Durham Rd, Tigard, OR 97224, USA","www.portlandcleanair.org/onsite_storage_059259"
"RE-NU CHEM CO","2020 NW Aloclek Dr Ste 124, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_016872"
"EPSON PORTLAND INC","3950 Aloclek Pl, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_018761"
"PUMPKIN RIDGE GOLF CLUB","12930 NW Old Pumpkin Ridge Rd, North Plains, OR 97133, USA","www.portlandcleanair.org/onsite_storage_043950"
"COPYTRONIX","16640 SW 72nd Ave, Tigard, OR 97224, USA","www.portlandcleanair.org/onsite_storage_018753"
"TUALATIN HILLS PARK & REC","18650 SW Kinnaman Rd, Beaverton, OR 97007, USA","www.portlandcleanair.org/onsite_storage_018226"
"ANTHRO CORP","10450 SW Manhasset Dr, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_043760"
"PSALM 1 LANDSCAPE INC","11440 OR-47, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_057319"
"BEAVERTON CITY OF","3300 SW 209th Ave, Beaverton, OR 97007, USA","www.portlandcleanair.org/onsite_storage_095124"
"TUALATIN HILLS PARK & REC","12850 SW 3rd St, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_018228"
"TUALATIN HILLS PARK & REC","13707 NW Science Park Dr, Portland, OR 97229, USA","www.portlandcleanair.org/onsite_storage_018231"
"VERIS INDUSTRIES LLC","12345 SW Leveton Dr, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_059786"
"ODOT","48400 NW Sunset Hwy, Banks, OR 97106, USA","www.portlandcleanair.org/onsite_storage_006060"
"CARLSON TESTING","8430 SW Hunziker St, Portland, OR 97223, USA","www.portlandcleanair.org/onsite_storage_018605"
"VIOC","SW Baseline Rd, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_092683"
"FOREST GROVE CITY OF","2551 A 23rd Ave, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_017910"
"GRABHORN INC","14930 SW Vandermost Rd, Beaverton, OR 97007, USA","www.portlandcleanair.org/onsite_storage_043347"
"TVT DIE CASTING & MFG INC","7340 SW Landmark Ln, Tigard, OR 97224, USA","www.portlandcleanair.org/onsite_storage_090715"
"ENSTROM LANDSCAPE MANAGEMENT L","13300 SW Galbreath Dr, Sherwood, OR 97140, USA","www.portlandcleanair.org/onsite_storage_079420"
"FOREST GROVE CITY OF","2300 Sunset Dr, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_017146"
"KINETICS DYNACAST INC","10085 SW Commerce Cir, Wilsonville, OR 97070, USA","www.portlandcleanair.org/onsite_storage_108017"
"BEAVERTON TOYOTA CO","4355 SW 142nd Ave, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_108726"
"PACIFIC FOODS OF OREGON INC","19400 SW Teton Ave, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_120703"
"HILLSBORO CITY OF","450 NE 53rd Ave, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_120666"
"RESERS FINE FOODS INC","6999 NW Century Blvd, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_121559"
"LANDSCAPE UNLIMITED LLC","3400 SW 209th Ave, Aloha, OR 97007, USA","www.portlandcleanair.org/onsite_storage_120957"
"GREEN ENERGY SOLUTIONS","23515 NW Clara Ln #150, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_121075"
"SUMMIT FOODS","1840 B St, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_121211"
"TUALATIN VALLEY WATER DISTRICT","7975 SW Grabhorn Rd, Beaverton, OR 97007, USA","www.portlandcleanair.org/onsite_storage_114118"
"PACIFIC FOODS OF OREGON","9955 Potano St, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_114139"
"NORTHWEST CIRCUIT BOARD","2900 SE Cornelius Pass Rd Ste 864, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_113617"
"PRECISION WIRE COMPONENTS","10280 Spokane Ct, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_112626"
"BEAVER NURSERY","12773 SW Campbell Rd, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_113677"
"SUMMIT FOODS INC","32155 NW Cottage St, North Plains, OR 97133, USA","www.portlandcleanair.org/onsite_storage_113357"
"TOKYO ELECTRON AMERICA INC","1800 NE 25th Ave, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_113526"
"FOREVER GREEN LANDSCAPES LLC","16069 SW Hillsboro Hwy, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_117384"
"LANDGRAPHICS INC","21255 NW Cherry Ln, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_110430"
"ALL PEST CONTROL COMPANY","9388 SW Tigard St, Portland, OR 97223, USA","www.portlandcleanair.org/onsite_storage_111040"
"DAVITA TOTAL RENAL CARE INC","2500 Northwest 229th Avenue Ste 300, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_116431"
"BEAVERTON CITY OF","13450 SW Hanson Rd, Beaverton, OR 97008, USA","www.portlandcleanair.org/onsite_storage_110372"
